epoch,train_prediction,train_total,train_reconstruction,train_variance,train_covariance,val_mse,val_mae,learning_rate,epoch_seconds_before_monitor
1,0.19653132509464308,0.19653132509464308,0.0,0.0,0.0,0.1476814114455004,0.23885400657531514,0.001,3.4415393579984084
2,0.13829628860798562,0.13829628860798562,0.0,0.0,0.0,0.1352559708287402,0.22864588927860782,0.001,3.14306208898779
3,0.1334838978650489,0.1334838978650489,0.0,0.0,0.0,0.13452162360458786,0.23090994844541646,0.001,3.2206323710270226
4,0.13104880656731857,0.13104880656731857,0.0,0.0,0.0,0.1361914111035764,0.2238807982314575,0.001,3.183863980928436
5,0.1304040784648547,0.1304040784648547,0.0,0.0,0.0,0.1328838186760545,0.20869207486660926,0.001,3.148434678092599
6,0.12828363795382058,0.12828363795382058,0.0,0.0,0.0,0.13029373698861707,0.21169500068950894,0.001,3.166412957943976
7,0.1271242777826095,0.1271242777826095,0.0,0.0,0.0,0.13850507523492495,0.23045677729693842,0.001,3.2155548320151865
8,0.12726967608863934,0.12726967608863934,0.0,0.0,0.0,0.13069424263327567,0.21051613803996871,0.001,3.1864633100340143
9,0.12396690561349541,0.12396690561349541,0.0,0.0,0.0,0.14067913786019803,0.2675950254374108,0.0005,3.1570414749439806
10,0.1213135158863749,0.1213135158863749,0.0,0.0,0.0,0.12857722171767932,0.2058798454878421,0.0005,3.1769672370282933
11,0.12061187547110355,0.12061187547110355,0.0,0.0,0.0,0.12577992505144914,0.21514501145258028,0.0005,3.172012044931762
12,0.11983344139399348,0.11983344139399348,0.0,0.0,0.0,0.12654025324774348,0.20556442111500148,0.0005,3.1405850489391014
13,0.11872669054008125,0.11872669054008125,0.0,0.0,0.0,0.12701730633168234,0.21677263834424187,0.0005,3.172819367959164
14,0.11737256574810037,0.11737256574810037,0.0,0.0,0.0,0.13019553004083145,0.2054637812030657,0.00025,3.252332028001547
15,0.11425550671728962,0.11425550671728962,0.0,0.0,0.0,0.12575063828099553,0.20518693997238202,0.00025,3.217149953939952
16,0.11286871414456508,0.11286871414456508,0.0,0.0,0.0,0.12615761257027439,0.2043328614853645,0.00025,3.1819191289832816
17,0.11213277369202217,0.11213277369202217,0.0,0.0,0.0,0.1278153183927905,0.2134356130015712,0.00025,3.2367330678971484
18,0.11131528084652145,0.11131528084652145,0.0,0.0,0.0,0.13132882079140118,0.21726487245562112,0.000125,3.1981443320401013
19,0.10801809599865496,0.10801809599865496,0.0,0.0,0.0,0.12868607710705082,0.21019695147480597,0.000125,3.2003093080129474
20,0.10748170348904142,0.10748170348904142,0.0,0.0,0.0,0.13159458370787,0.21328142865553235,0.000125,3.2070712050190195
21,0.10632527079989623,0.10632527079989623,0.0,0.0,0.0,0.12949489202959416,0.20920101028776172,6.25e-05,3.167062178021297
22,0.10500188058089284,0.10500188058089284,0.0,0.0,0.0,0.1291933000199196,0.20595648344047846,6.25e-05,3.1922660840209574
