epoch,train_prediction,train_total,train_reconstruction,train_variance,train_covariance,val_mse,val_mae,learning_rate,epoch_seconds_before_monitor
1,0.5135979276841094,0.5135979276841094,0.0,0.0,0.0,0.5172678868288739,0.5201815208281114,0.001,4.852040925994515
2,0.4577863346555817,0.4577863346555817,0.0,0.0,0.0,0.49607624336716505,0.5232587719020049,0.001,4.87291517900303
3,0.4511356312937625,0.4511356312937625,0.0,0.0,0.0,0.47481940573052495,0.5099377044278584,0.001,4.801860191044398
4,0.44621747301478093,0.44621747301478093,0.0,0.0,0.0,0.4770432601641693,0.5133453066059273,0.001,4.780518371029757
5,0.44355611878731127,0.44355611878731127,0.0,0.0,0.0,0.4919772344535466,0.5115485705033608,0.001,4.582304227980785
6,0.4397632487097725,0.4397632487097725,0.0,0.0,0.0,0.4840744625230565,0.5109752412192933,0.0005,4.600699578062631
7,0.4309003267370803,0.4309003267370803,0.0,0.0,0.0,0.46814993135272337,0.5005076295711488,0.0005,4.6556586410151795
8,0.42789576974255844,0.42789576974255844,0.0,0.0,0.0,0.46701310994077333,0.5009816744957079,0.0005,4.649009196902625
9,0.42441413047987925,0.42441413047987925,0.0,0.0,0.0,0.46733434586544476,0.4967183933779186,0.0005,4.6750670010223985
10,0.4211493815126791,0.4211493815126791,0.0,0.0,0.0,0.46142134286473474,0.5068460376900538,0.0005,4.594855688977987
11,0.4194102181889282,0.4194102181889282,0.0,0.0,0.0,0.4621177861824014,0.5094146214417771,0.0005,4.632428450975567
12,0.4179048563867639,0.4179048563867639,0.0,0.0,0.0,0.4623782688646422,0.5032064143887538,0.0005,4.595681980019435
13,0.4133600633996935,0.4133600633996935,0.0,0.0,0.0,0.46685489020235155,0.5080763282204289,0.00025,4.674802704015747
14,0.4048649425013443,0.4048649425013443,0.0,0.0,0.0,0.46254725694934334,0.5039556393934915,0.00025,4.667050699004903
15,0.40153146751256313,0.40153146751256313,0.0,0.0,0.0,0.4675441037170068,0.5004531741961702,0.00025,4.670336220995523
16,0.3991867027532054,0.3991867027532054,0.0,0.0,0.0,0.4614420061359657,0.49958397468538107,0.000125,4.586026396951638
17,0.3922126583645941,0.3922126583645941,0.0,0.0,0.0,0.4611587623510161,0.49700010853682236,0.000125,4.677553075016476
18,0.39106224636043874,0.39106224636043874,0.0,0.0,0.0,0.4625388148659383,0.49481183699865045,0.000125,4.646542493021116
19,0.3890401714088986,0.3890401714088986,0.0,0.0,0.0,0.4618873374417909,0.4992930479899079,0.000125,4.665473358007148
20,0.3881107377719146,0.3881107377719146,0.0,0.0,0.0,0.46174475854858404,0.5014488494354505,6.25e-05,4.676079053082503
21,0.3820186871854373,0.3820186871854373,0.0,0.0,0.0,0.46532795735895743,0.4983398105246765,6.25e-05,4.622663364047185
22,0.3821447832823871,0.3821447832823871,0.0,0.0,0.0,0.46805552437633163,0.4986535296746065,6.25e-05,4.630578656913713
23,0.3809519207534591,0.3809519207534591,0.0,0.0,0.0,0.4673508533285551,0.49854486097702744,3.125e-05,4.712773962994106
24,0.37786456028919907,0.37786456028919907,0.0,0.0,0.0,0.46940639420200225,0.4984042482281634,3.125e-05,4.590346595039591
