epoch,train_prediction,train_total,train_reconstruction,train_variance,train_covariance,val_mse,val_mae,learning_rate,epoch_seconds_before_monitor
1,0.20006857713293016,0.20006857713293016,0.0,0.0,0.0,0.15473896499466586,0.2440614986973404,0.001,3.7286982660880312
2,0.14724955768899103,0.14724955768899103,0.0,0.0,0.0,0.14639622087200926,0.2497536211384568,0.001,3.45562651893124
3,0.1425440953936464,0.1425440953936464,0.0,0.0,0.0,0.1405604473000866,0.23635306486073224,0.001,3.4403407449135557
4,0.14066310672603455,0.14066310672603455,0.0,0.0,0.0,0.14512283558747832,0.2311923656359558,0.001,3.4605103959329426
5,0.13707407306733305,0.13707407306733305,0.0,0.0,0.0,0.15061177288686628,0.24531515122196043,0.001,3.448336603003554
6,0.13724861227371382,0.13724861227371382,0.0,0.0,0.0,0.1445386874396706,0.2506664811230176,0.0005,3.485447788028978
7,0.13167975871435905,0.13167975871435905,0.0,0.0,0.0,0.1420726097564329,0.232305227739592,0.0005,3.4578655110672116
8,0.13129328429260634,0.13129328429260634,0.0,0.0,0.0,0.13880577752162432,0.2351438018677616,0.0005,3.499403706053272
9,0.13071192067460335,0.13071192067460335,0.0,0.0,0.0,0.1410343624150304,0.22548985118107986,0.0005,3.474857741035521
10,0.1305156086299414,0.1305156086299414,0.0,0.0,0.0,0.13911629130145253,0.22352747934417247,0.0005,3.469574306975119
11,0.12905556052442746,0.12905556052442746,0.0,0.0,0.0,0.14222155312320459,0.24353203938784607,0.00025,3.488437350024469
12,0.1262822392613238,0.1262822392613238,0.0,0.0,0.0,0.13771714384058362,0.2217994907054937,0.00025,3.438292061095126
13,0.1253221579351917,0.1253221579351917,0.0,0.0,0.0,0.13753202687982288,0.21932429894135452,0.00025,3.441577595891431
14,0.12433825416167849,0.12433825416167849,0.0,0.0,0.0,0.13735722266479383,0.21959737098750537,0.00025,3.4738304080674425
15,0.12358111234005473,0.12358111234005473,0.0,0.0,0.0,0.1376746502305624,0.2209703578055157,0.00025,3.5065733019728214
16,0.12279068087319396,0.12279068087319396,0.0,0.0,0.0,0.13669972543513362,0.2230538312537403,0.00025,3.557621092069894
17,0.12158474301829958,0.12158474301829958,0.0,0.0,0.0,0.13836496399637668,0.22050739439838835,0.00025,3.484380387002602
18,0.12091087417237505,0.12091087417237505,0.0,0.0,0.0,0.13797532052959433,0.21928813169839112,0.00025,3.4650335470214486
19,0.11953113481726915,0.11953113481726915,0.0,0.0,0.0,0.13977836036853314,0.2218829032999169,0.000125,3.4364845319651067
20,0.1170334121748135,0.1170334121748135,0.0,0.0,0.0,0.13993881358656055,0.22061549715174794,0.000125,3.4950823759427294
21,0.11628490524859773,0.11628490524859773,0.0,0.0,0.0,0.1396553213127566,0.2223219143103755,0.000125,3.5075303399935365
22,0.11494342718096742,0.11494342718096742,0.0,0.0,0.0,0.1405584650864501,0.222437796515181,6.25e-05,3.506502403994091
23,0.11362656841829505,0.11362656841829505,0.0,0.0,0.0,0.13926473624174499,0.22151468861543397,6.25e-05,3.4518227700609714
