epoch,train_prediction,train_total,train_reconstruction,train_variance,train_covariance,val_mse,val_mae,learning_rate,epoch_seconds_before_monitor
1,0.1800461055295191,0.1800461055295191,0.0,0.0,0.0,0.17664946861842698,0.2672249254545635,0.001,5.020805589971133
2,0.13713950518680657,0.13713950518680657,0.0,0.0,0.0,0.14688346934578125,0.23762248844977302,0.001,4.684297807049006
3,0.1323122327051301,0.1323122327051301,0.0,0.0,0.0,0.15042355362821444,0.24023389977076218,0.001,4.669522429001518
4,0.12990649164586826,0.12990649164586826,0.0,0.0,0.0,0.15064156205111376,0.2426965029871226,0.001,4.649743266985752
5,0.12796963546155155,0.12796963546155155,0.0,0.0,0.0,0.147661548465188,0.23992752353099403,0.0005,4.6612807540223
6,0.12417696105073328,0.12417696105073328,0.0,0.0,0.0,0.14740993270505554,0.23219707973151832,0.0005,4.627892519929446
7,0.1228807369436043,0.1228807369436043,0.0,0.0,0.0,0.14662182105296878,0.23324321359273373,0.0005,4.835184494033456
8,0.12285476996414903,0.12285476996414903,0.0,0.0,0.0,0.14293257206280852,0.2438289106856318,0.0005,4.769096247036941
9,0.12245981765614039,0.12245981765614039,0.0,0.0,0.0,0.14500107822158292,0.22898909139359205,0.0005,4.5820877680089325
10,0.1215369464089905,0.1215369464089905,0.0,0.0,0.0,0.14490909784291178,0.2315063828295563,0.0005,4.548736480996013
11,0.12108027667239092,0.12108027667239092,0.0,0.0,0.0,0.14497972791714075,0.2324730633529835,0.00025,4.52076457394287
12,0.11771027961502904,0.11771027961502904,0.0,0.0,0.0,0.14501762605596366,0.22799307782487388,0.00025,4.4396542080212384
13,0.11678669190709141,0.11678669190709141,0.0,0.0,0.0,0.1426754845239398,0.22794682860691606,0.00025,4.61216231493745
14,0.11645982448605524,0.11645982448605524,0.0,0.0,0.0,0.14385679792275669,0.2266364729607135,0.00025,4.5319800389697775
15,0.11616139688353608,0.11616139688353608,0.0,0.0,0.0,0.142391975498949,0.237118639213664,0.00025,4.5665355160599574
16,0.11521285141939702,0.11521285141939702,0.0,0.0,0.0,0.14366095127499914,0.22889379831108467,0.00025,4.697625900036655
17,0.11488501931446186,0.11488501931446186,0.0,0.0,0.0,0.1443331520960032,0.22853536481374553,0.00025,4.695281427004375
18,0.11344224995677021,0.11344224995677021,0.0,0.0,0.0,0.1445024912690742,0.2282467097597201,0.000125,4.650413080002181
19,0.11132526672620704,0.11132526672620704,0.0,0.0,0.0,0.1436998595552016,0.227931934160219,0.000125,4.71003446506802
20,0.110455057506544,0.110455057506544,0.0,0.0,0.0,0.143523488473834,0.2296379877941481,0.000125,4.682728499989025
21,0.10962210774853609,0.10962210774853609,0.0,0.0,0.0,0.14416926003510463,0.23030464753271385,6.25e-05,4.553801213973202
22,0.107958332783934,0.107958332783934,0.0,0.0,0.0,0.14548577645918379,0.23282535999565512,6.25e-05,4.75617742491886
