epoch,train_prediction,train_total,train_reconstruction,train_variance,train_covariance,val_mse,val_mae,learning_rate,epoch_seconds_before_monitor
1,0.5183026216213462,0.5183026216213462,0.0,0.0,0.0,0.46334677125047097,0.5400116766179108,0.001,3.2373165499884635
2,0.45431321609631786,0.45431321609631786,0.0,0.0,0.0,0.44354590491131424,0.49004471443070263,0.001,3.2236088910140097
3,0.4442605620709199,0.4442605620709199,0.0,0.0,0.0,0.4551397743436528,0.4843793083775931,0.001,3.1764693300938234
4,0.4373091755896299,0.4373091755896299,0.0,0.0,0.0,0.43694535459419165,0.500831030272964,0.001,3.256778709939681
5,0.4376282942181732,0.4376282942181732,0.0,0.0,0.0,0.43721891583004474,0.48530939976212467,0.001,3.2479591380106285
6,0.43323296314745086,0.43323296314745086,0.0,0.0,0.0,0.4319955613614582,0.4877954271918222,0.001,3.1850917220581323
7,0.4324314189472862,0.4324314189472862,0.0,0.0,0.0,0.43117313701242144,0.48799019211748496,0.001,3.145883968914859
8,0.43037527080937843,0.43037527080937843,0.0,0.0,0.0,0.4503240484555772,0.5266971138083636,0.001,3.144000586005859
9,0.42750525669473155,0.42750525669473155,0.0,0.0,0.0,0.433344762131014,0.5123423693529673,0.001,3.159405612037517
10,0.42461839208669167,0.42461839208669167,0.0,0.0,0.0,0.43337942187524164,0.48204116203368447,0.0005,3.159543022979051
11,0.41523043034268753,0.41523043034268753,0.0,0.0,0.0,0.4272188649583427,0.4739509282723374,0.0005,3.2273008840857074
12,0.41070241223942483,0.41070241223942483,0.0,0.0,0.0,0.4261574331510787,0.48663513620564613,0.0005,3.237537716049701
13,0.4087692248000457,0.4087692248000457,0.0,0.0,0.0,0.43227331247737666,0.46683507179273004,0.0005,3.2512855229433626
14,0.4073413574711779,0.4073413574711779,0.0,0.0,0.0,0.4276061221784448,0.47045591597135483,0.0005,3.240099248010665
15,0.40479516784993597,0.40479516784993597,0.0,0.0,0.0,0.4246041417082964,0.49057592825093477,0.0005,3.1996211380464956
16,0.4016409466785954,0.4016409466785954,0.0,0.0,0.0,0.4300722182280773,0.48536030294867655,0.0005,3.2737000030465424
17,0.40000469441287334,0.40000469441287334,0.0,0.0,0.0,0.43387075337513153,0.4790724675483128,0.0005,3.230408229981549
18,0.39707638256204325,0.39707638256204325,0.0,0.0,0.0,0.4252755801714236,0.4873009923861594,0.00025,3.206325809005648
19,0.38597899493989546,0.38597899493989546,0.0,0.0,0.0,0.4357868618724067,0.4819651234781342,0.00025,3.2541495269397274
20,0.3829592861154961,0.3829592861154961,0.0,0.0,0.0,0.43138322624284164,0.4781073395201417,0.00025,3.2080094009870663
21,0.38052139316104866,0.38052139316104866,0.0,0.0,0.0,0.43309313249404896,0.4836381304094957,0.000125,3.2528292669449
22,0.37201335757469484,0.37201335757469484,0.0,0.0,0.0,0.4355321224645432,0.48213437631797423,0.000125,3.216934035997838
